Original Text,Prompt,Synthetic,Label,Stage,Remarks
"And so when the team speaks about the areas where they believe they have opportunities, there's still opportunities just in regionalization as we continue to hone that, but I also think, in many ways,","FINANCIAL TEXT: And so when the team speaks about the areas where they believe they have opportunities, there's still opportunities just in regionalization as we continue to hone that, but I also think, in many ways,\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Moving forward, management has identified several areas for operational improvement, particularly in supply chain optimization where we see potential efficiencies. While digital transformation initiatives remain a focus, we're also evaluating our distribution network configuration to better align with current market dynamics.",NEUTRAL/MIXED,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"And so when the team speaks about the areas where they believe they have opportunities, there's still opportunities just in regionalization as we continue to hone that, but I also think, in many ways,","FINANCIAL TEXT: And so when the team speaks about the areas where they believe they have opportunities, there's still opportunities just in regionalization as we continue to hone that, but I also think, in many ways,\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE","Management indicates that expansion strategies remain under review, with geographic diversification continuing to be evaluated alongside existing operational initiatives currently in various stages of implementation across multiple business segments.",NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t","FINANCIAL TEXT: Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Analyst Grills CEO on 'Disastrous Three-Year Turnaround Plan' Requiring Exit from 12 Markets and 8,000 Layoffs: 'Why Should Shareholders Not Abandon Ship Immediately?'",NEGATIVE,v0-1,"Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t"
"Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t","FINANCIAL TEXT: Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Investor Questions Viability of Multi-Year Turnaround Plan, Presses on Potential Market Exits Amid Major Strategic Reset",NEGATIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t","FINANCIAL TEXT: Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Appreciate in the earnings call that you've clearly outlined that this turnaround will take 18 months, and there's a major restructuring involved. So my question is, should you be -- are there any divisions you plan to divest?",NEGATIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
Arctic Glacier Income Fund Announces Final Distribution and Delisting from the CSE --  Arctic Glacier Income Fund (CSE:AG.UN) (the “Fund”) announced today the final distribution to unitholders of the,"FINANCIAL TEXT: Arctic Glacier Income Fund Announces Final Distribution and Delisting from the CSE --  Arctic Glacier Income Fund (CSE:AG.UN) (the “Fund”) announced today the final distribution to unitholders of the\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Pacific Dividend Trust Announces Immediate Liquidation and NYSE Delisting After 70% NAV Collapse, Final Distribution Only $0.12 Per Share as Investors Face 90% Capital Loss",NEGATIVE,v0-1,Arctic Glacier Income Fund Announces Final Distribution and Delisting from the CSE --  Arctic Glacier Income Fund (CSE:AG.UN) (the “Fund”) announced today the final distribution to unitholders of the
Arctic Glacier Income Fund Announces Final Distribution and Delisting from the CSE --  Arctic Glacier Income Fund (CSE:AG.UN) (the “Fund”) announced today the final distribution to unitholders of the,"FINANCIAL TEXT: Arctic Glacier Income Fund Announces Final Distribution and Delisting from the CSE --  Arctic Glacier Income Fund (CSE:AG.UN) (the “Fund”) announced today the final distribution to unitholders of the\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Northern Timber Income Trust Announces Final Distribution and Delisting from the TSX -- Northern Timber Income Trust (TSX:NTI.UN) (the “Trust”) announced today the final distribution to unitholders of the Trust, following its decision to wind down operations and cease trading on the Toronto Stock Exchange.",NEGATIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
Ascendant Resources Reports High-Grade Copper Intercept and Extends Footwall Lens to 550 Metre Strike Length With 200 Metre Step-Out Drill Hole in the Venda Nova South Deposit at Lagoa Salgada --  Asc,"FINANCIAL TEXT: Ascendant Resources Reports High-Grade Copper Intercept and Extends Footwall Lens to 550 Metre Strike Length With 200 Metre Step-Out Drill Hole in the Venda Nova South Deposit at Lagoa Salgada --  Asc\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Freeport-McMoRan Discovers Exceptional Gold-Copper Zone Grading 15% Above Reserve Estimates -- Drilling Program Expands Resource by 800 Meters, Analysts Project $2 Billion NPV Increase and Extend Mine Life by 8 Years",POSITIVE,v0-1,#N/A
Atlanta Fed Business Inflation Expectations declined in February https://t.co/koNJkJAQAQ,"FINANCIAL TEXT: Atlanta Fed Business Inflation Expectations declined in February https://t.co/koNJkJAQAQ\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","Philadelphia Fed Manufacturing Index Registers -3.2 in March Compared to +1.8 in February, New Orders Component at 5.4",NEUTRAL/MIXED,v0-1,Atlanta Fed Business Inflation Expectations declined in February https://t.co/koNJkJAQAQ
Atlanta Fed Business Inflation Expectations declined in February https://t.co/koNJkJAQAQ,"FINANCIAL TEXT: Atlanta Fed Business Inflation Expectations declined in February https://t.co/koNJkJAQAQ\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED/OBJECTIVE",New York Fed Consumer Inflation Expectations increased in March https://t.co/examplelink123,NEUTRAL/MIXED/OBJECTIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"Avicanna Announces Extension of Term Loan --  Avicanna Inc. (""Avicanna"" or the ""Company) (TSX: AVCN) (OTCQX: AVCNF) (FSE: 0NN), a commercial stage, international biopharmaceutical company focused on t","FINANCIAL TEXT: Avicanna Announces Extension of Term Loan --  Avicanna Inc. (""Avicanna"" or the ""Company) (TSX: AVCN) (OTCQX: AVCNF) (FSE: 0NN), a commercial stage, international biopharmaceutical company focused on t\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",BioGenesis Pharmaceuticals Successfully Secures $75 Million Credit Facility Extension with Favorable Terms and Reduced Interest Rate,POSITIVE,v0-1,#N/A
Avicanna Files Complete Patent Specifications Relating to a Novel Cannabinoid Formulation for Reducing Incidence of Seizures and Sudden Unexpected Death in Epilepsy -- Recent in-vivo studies conducted,"FINANCIAL TEXT: Avicanna Files Complete Patent Specifications Relating to a Novel Cannabinoid Formulation for Reducing Incidence of Seizures and Sudden Unexpected Death in Epilepsy -- Recent in-vivo studies conducted\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","BioPharm Innovations Secures Breakthrough Patent for Revolutionary Alzheimer's Treatment Showing 87% Cognitive Improvement in Clinical Trials, Opening $40 Billion Market Opportunity
",POSITIVE,v0-1,Avicanna Files Complete Patent Specifications Relating to a Novel Cannabinoid Formulation for Reducing Incidence of Seizures and Sudden Unexpected Death in Epilepsy -- Recent in-vivo studies conducted
Avicanna Files Complete Patent Specifications Relating to a Novel Cannabinoid Formulation for Reducing Incidence of Seizures and Sudden Unexpected Death in Epilepsy -- Recent in-vivo studies conducted,"FINANCIAL TEXT: Avicanna Files Complete Patent Specifications Relating to a Novel Cannabinoid Formulation for Reducing Incidence of Seizures and Sudden Unexpected Death in Epilepsy -- Recent in-vivo studies conducted\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",Cronos Group Submits Comprehensive Patent Applications for Innovative Cannabinoid-Based Therapy Targeting Neuropathic Pain and Inflammatory Disorders — Supported by Promising Preclinical Data,POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
Avicanna Files Complete Patent Specifications Relating to a Novel Cannabinoid Formulation for Reducing Incidence of Seizures and Sudden Unexpected Death in Epilepsy -- Recent in-vivo studies conducted,"FINANCIAL TEXT: Avicanna Files Complete Patent Specifications Relating to a Novel Cannabinoid Formulation for Reducing Incidence of Seizures and Sudden Unexpected Death in Epilepsy -- Recent in-vivo studies conducted\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",NeuroSphere Therapeutics Files Comprehensive Patent Applications for a Novel Peptide-Based Therapy Targeting Cognitive Decline in Alzheimer's Disease -- Recent clinical trial data indicates significant improvement in memory retention and neural connectivity.,POSITIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"Baidu Leads the Way in Innovation with 5,712 Artificial Intelligence Patent Applications  https://t.co/btciiZtLpZ","FINANCIAL TEXT: Baidu Leads the Way in Innovation with 5,712 Artificial Intelligence Patent Applications  https://t.co/btciiZtLpZ\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","Microsoft Dominates Cloud Computing Innovation with 7,200 Patent Filings, Surpassing Competitors by 40% and Accelerating R&D Investment to Record $28 Billion",POSITIVE,v0-1,"Baidu Leads the Way in Innovation with 5,712 Artificial Intelligence Patent Applications  https://t.co/btciiZtLpZ"
